Stride_Length_m,Gait_Speed_ms,Stride_Time_s,MTC_m
0.07708069777086528,0.07203803529987408,1.07,0.0005190408097477395
0.07186893444734196,0.06977566451198249,1.03,0.0005637548421879579
0.08304526724008682,0.07985121850008348,1.04,0.00028374565561595233
0.06690563357530757,0.06559375840716429,1.02,0.0005988841201403083
0.06326078875723336,0.06263444431409243,1.01,0.00022029895860598003
0.07676243399923573,0.0760024099002334,1.01,0.0011047553687322242
0.057961256609625464,0.05738738278180739,1.01,0.0003198744427908018
0.06348170623729617,0.06348170623729617,1.0,0.001067692272561871
0.06970154334449423,0.06970154334449423,1.0,0.0010962584377258722
0.06119383800961476,0.060587958425361146,1.01,0.0002066578546688902
0.0642192150720846,0.06486789401220666,0.99,0.0009726597147388105
0.050611643351265535,0.05164453403190361,0.98,0.0008698128106177094
0.07657553852023748,0.07894385414457472,0.97,0.00012422439645032313
0.06281200006595189,0.06344646471308271,0.99,0.001470760799051618
0.060707822244491456,0.06132103257019339,0.99,0.0014591870021058995
0.06734957003029184,0.06734957003029184,1.0,0.00011617207483016756
0.06630752133184098,0.06697729427458685,0.99,0.0006191328661611095
0.07672630434582112,0.08162372802746928,0.94,0.0003287754681284838
0.06451909297556477,0.06263989609278132,1.03,0.0007590888788113759
0.057314446133044455,0.057314446133044455,1.0,0.0018205482829252162
0.07838007508578343,0.07838007508578343,1.0,0.0012877963037745133
0.06718415598518887,0.06586681959332243,1.02,0.0004795113347260127
0.057489890341857836,0.05807059630490691,0.99,0.0027397344242166
0.07493825904370303,0.07493825904370303,1.0,0.0004441430015749148
0.06440173361740474,0.06376409269049975,1.01,0.0010057692796312523
0.07205400552189273,0.07205400552189273,1.0,0.00042829650574027767
0.06749581140535352,0.06817758727813486,0.99,0.0008046948281501543
0.057385240320102844,0.05916004156711634,0.97,0.0013899069133165298
0.0773083389915864,0.07808923130463273,0.99,0.0015178395286490343
0.05960981750820012,0.060211936876969824,0.99,0.00021102119455029822
0.06898418871953305,0.07185852991618026,0.96,5.062303884528774e-05
0.068940046951805,0.07107221335237629,0.97,0.0006810497957756567
0.0583145121470246,0.06203671505002618,0.94,7.051901073840128e-05
0.07140196705386384,0.0728591500549631,0.98,0.0007494882051188867
0.07993298275423999,0.07612665024213332,1.05,0.00023986177711865508
0.08073993360108199,0.0791567976481196,1.02,0.0002643250662286434
0.06610141565369594,0.06745042413642444,0.98,1.1529155947265224e-05
0.07228031309060871,0.06950030104866223,1.04,0.00020635642050059744
